RegisterName,Register,MCU
UCSRB,Register,AT90PWM216
UCSRC,Register,AT90PWM216
UBRRH,Register,AT90PWM216
UBRRL,Register,AT90PWM216
SPCR,Register,AT90PWM216
SPSR,Register,AT90PWM216
SPDR,Register,AT90PWM216
WDTCSR,Register,AT90PWM216
EICRA,Register,AT90PWM216
EIMSK,Register,AT90PWM216
EIFR,Register,AT90PWM216
EEAR,Register,AT90PWM216
EEDR,Register,AT90PWM216
EECR,Register,AT90PWM216
PICR0,Register,AT90PWM216
PFRC0B,Register,AT90PWM216
PFRC0A,Register,AT90PWM216
PCTL0,Register,AT90PWM216
PCNF0,Register,AT90PWM216
OCR0RB,Register,AT90PWM216
OCR0SB,Register,AT90PWM216
OCR0RA,Register,AT90PWM216
OCR0SA,Register,AT90PWM216
PSOC0,Register,AT90PWM216
PIM0,Register,AT90PWM216
PIFR0,Register,AT90PWM216
PICR2,Register,AT90PWM216
PFRC2B,Register,AT90PWM216
PFRC2A,Register,AT90PWM216
PCTL2,Register,AT90PWM216
PCNF2,Register,AT90PWM216
OCR2RB,Register,AT90PWM216
OCR2SB,Register,AT90PWM216
OCR2RA,Register,AT90PWM216
OCR2SA,Register,AT90PWM216
POM2,Register,AT90PWM216
PSOC2,Register,AT90PWM216
PIM2,Register,AT90PWM216
PIFR2,Register,AT90PWM216
PORTB,Register,AT90PWM2B
DDRB,Register,AT90PWM2B
PINB,Register,AT90PWM2B
PORTD,Register,AT90PWM2B
DDRD,Register,AT90PWM2B
PIND,Register,AT90PWM2B
PORTE,Register,AT90PWM2B
DDRE,Register,AT90PWM2B
PINE,Register,AT90PWM2B
SPMCSR,Register,AT90PWM2B
EUDR,Register,AT90PWM2B
EUCSRA,Register,AT90PWM2B
EUCSRB,Register,AT90PWM2B
EUCSRC,Register,AT90PWM2B
MUBRR,Register,AT90PWM2B
AC0CON,Register,AT90PWM2B
AC1CON,Register,AT90PWM2B
AC2CON,Register,AT90PWM2B
ACSR,Register,AT90PWM2B
DAC,Register,AT90PWM2B
DACON,Register,AT90PWM2B
SREG,Register,AT90PWM2B
SP,Register,AT90PWM2B
MCUCR,Register,AT90PWM2B
MCUSR,Register,AT90PWM2B
OSCCAL,Register,AT90PWM2B
SMCR,Register,AT90PWM2B
